accession_id	contact_city	contact_country	contact_institute	available_date	last_update_date	overall_design	summary	platform_id	publishing_platform	title	experiment_type
GSE57968	New York	USA	Memorial Sloan-Kettering Cancer Center	Public on Dec 01 2014	Jun 14 2020	All paired samples (n 88) were obtained following surgical resection at the MSKCC as part of routine clinical care, and snap frozen. Tumors were obtained in accordance with Institutional Review Board policies at the MSKCC. Each sample was examined histologically by a breast pathologist and microdissected to achieve >70% tumor cell content. Genomic DNA or RNA was extracted using the DNeasy kit (Qiagen) or RNeasy Kit (Qiagen) as per the manufacturer’s instructions. Expression analysis of tumors was performed using the Affymetrics U133 2.0 microarray (Affymetrix). Affymetrix CEL files were imported into the Partek Genomics Suite 6.1 (Partek), using RMA normalization.	We sought to characterize methylome remodeling during regional metastasis.  We profiled the DNA methylome (n=44) and transcriptome (n=36) of matched primary breast tumors and regional metastases.	GPL571	GEO	Methylome remodeling in regional breast cancer metastasis [expression]	Expression profiling by array
GSE5847	Bethesda	USA	NCI	Public on Sep 30 2007	Mar 18 2020	We applied LCM to obtain samples enriched in tumor epithelium and stroma from 15 IBC and 35 non-IBC cases to study the relative contribution of each component to the IBC phenotype and to patient survival. 	Tumor epithelium and surrounding stromal cells were isolated using laser capture microdissection of human breast cancer to examine differences in gene expression based on tissue types from inflammatory and non-inflammatory breast cancer + Keywords: LCM	GPL96	GEO	Tumor and stroma from breast by LCM	Expression profiling by array
GSE58644	Lausanne	Switzerland	EPFL	Public on Oct 08 2014	Jul 26 2018	321 samples from breast cancer patients.	Breast carcinoma (BC) have been extensively profiled by high-throughput technologies for over a decade, and broadly speaking, these studies can be grouped into those that seek to identify patient subtypes (studies of heterogeneity) or those that seek to identify gene signatures with prognostic or predictive capacity. The shear number of reported signatures has led to speculation that everything is prognostic in BC. Here we show that this ubiquity is an apparition caused by a poor understanding of the inter- relatedness between subtype and the molecular determinants of prognosis. Our approach constructively shows how to avoid confounding due to a patient''s subtype, clinicopathological or treatment profile. The approach identifies patients who are predicted to have good outcome at time of diagnosis by all available clinical and molecular markers, but who experience a distant metastasis within five years. These inherently difficult patients (~7% of BC) are prioritized for investigations of intra-tumoral heterogeneity.	GPL6244	GEO	The prognostic ease and difficulty of invasive breast carcinoma	Expression profiling by array
GSE58984	Brussels	Belgium	Institut Jules Bordet	Public on Dec 31 2016	Mar 25 2019	The dataset (as part of the FP7 EU consortium) is composed of 94 HER2 positive early stage breast cancer samples treated with adjuvant trastuzumab provided by the Jules Bordet Institute (IJB) and the Katholieke Universiteit Leuven (KULeuven) for patients followed between 2002 and 2011. The average age of these patients is 52.9 and their median follow-up time is 4.96 years. After hybridization on the chips, the quality controls were performed following the recommandation posted on http://www.arrayanalysis.org/.	The human epidermal growth factor receptor 2 (HER2) gene encodes a tyrosine kinase receptor that controls important signal transduction pathways in breast cancer.  Amplification and overexpression of the HER2 gene occurs in approximately 20% of breast cancers and is associated with an aggressive clinical phenotype. Trastuzumab, a humanized monoclonal antibody that targets HER2 showed exceptional efficacy in the treatment of breast cancer. In the adjuvant treatment of breast cancer patients, five randomized trials showed significant benefit of trastuzumab, with a reduction in the rate of recurrence of approximately 50% and improvement in the rate of survival of approximately 30%. In the current study, positive early stage breast cancer samples treated with adjuvant trastuzumab provided by institute Jules Bordet (IJB) and KUL. Gene expression and clinical outcome data were available. to better understand the genetic regulations and effects of the trastuzumab, we profile the the genes expression of positive early stage breast cancer samples treated with adjuvant trastuzumab.	GPL570	GEO	Gene profiling of HER2 breast cancer patients treated with adjuvant trastuzumab	Expression profiling by array
GSE59772	Lund	Sweden	Lund university	Public on May 01 2015	Jul 26 2018	Three FFPE breast cancer tumors wer laser microdissected and the cancer cell and stroma compartments were collected. A piece of t	Triple-negative primary breast cancer tumors, rich in inflammatory stroma, were laser microdissected and global mRNA expression was analyzed in stroma compartment, cancer cell compartment, and in total tumor tissue.	GPL6244	GEO	Analysis of compartment-specific gene expression in breast cancer tumors	Expression profiling by array
GSE61304	Singapore	Singapore	Bioinformatics Institute	Public on May 10 2015	Mar 25 2019	Sixty two total RNA samples from breast tumors and normal breast epithelium have been purchased from OriGene Technologies in March, 2011. Four RNA samples were obtained from normal individuals. Among 58 breast tumors (58 patients) 56 were diagnosed as ductal breast adenocarcinoma, 1 - as lobular breast adenocarcinoma and 1 - as squamous cell carcinoma. Gene expression data for all the samples were quantified by using whole-genome RNA microarrays (HG-U133 plus 2.0, Affymetrix).	The study entails novel bio-marker discovery of Tumor Aggressive Grade signature (TAGs) genes and their role in recurrence free survival of breast cancer (BC) patients. Current BC dataset was used for co-expression analysis of TAGs genes and their role in BC progression. Additionally, recent findings have suggested an importance of structural organization of sense-antisense gene pairs (SAGPs) for transcription, post-transcriptional and post-translational events and their associations with cancer and disease. We studied SAGPs in which both gene partners are protein encoding genes (coding-coding SAGPs), their role in human BC development and demonstrated their potential for BC stratification and prognosis. Based on gene expression and correlation analyses we identified the robust set of breast cancer-relevant SAGPs (BCR-SAGPs). We isolated and characterized the sense-antisense gene signature (SAGS) and evaluated its prognostic potential in various gene expression datasets comprising 1161 BC patients. The methods used included the Cox proportional survival analysis, statistical analysis of clinicopathologic parameters and differential gene expression. The SAGS was effective in identification of BC patients with the most aggressive disease. Independently, we validated the SAGS using 58 RNA samples of breast cancer tumors purchased from OriGene Technologies (Rockville, MD).	GPL570	GEO	Novel bio-marker discovery for stratification and prognosis of breast cancer patients	Expression profiling by array
GSE62944	Salt Lake City	USA	University of Utah	Public on Jan 27 2015	Feb 21 2019	Using Rsubread version 1.14.2 R package, we aligned the fastq files downloaded from Cghub. First, the reads were aligned with align() function to the UCSC hg19 reference genome. Second, featureCounts() function was used to summarize the gene level expression values as integer number. Third, these summarized gene values were normalized to FPKM and TPM values. In addition, we downloaded clinical data for all tumor samples. We collated this data into a matrix and matched the ids reported in RNA-Seq data. A supplemental file showing the cancer type of each sample is included for the users. + Please note that + [1] All 9264 tumor samples have been combined to create the processed matrix files for tumor samples + [2] All 741 normal samples have been combined to create the processed matrix files for normal samples + [3] The TCGA_24_CancerType_Samples.txt and TCGA_24_Normal_CancerType_Samples.txt  files list each sample tumor type for tumor samples and normal samples respectively. + [4] 548 clinical variables for each sample are provided in the TCGA_24_548_Clinical_Variables_9264_Samples.txt + [5] Raw data mRNA sequence can be downloaded from CGHub (https://cghub.ucsc.edu/) with an access key and processed with pipeline available from https://github.com/srp33/TCGA_RNASeq_Clinical.	We reprocessed RNA-Seq data for 9264 tumor samples and 741 normal samples across 24 cancer types from The Cancer Genome Atlas with \""Rsubread\"". Rsubread is an open source R package that has shown high concordance with other existing methods of alignment and summarization, but is simple to use and takes significantly less time to process data. Additionally, we provide clinical variables publicly available as of May 20, 2015 for the tumor samples where the TCGA ids are matched.	GPL9052	GEO	Alternatively processed  and compiled RNA-Sequencing and clinical data for thousands of samples from The Cancer Genome Atlas	Expression profiling by high throughput sequencing
GSE6434	Houston	USA	Baylor College of Medicine	Public on Dec 03 2006	Dec 13 2018	Refer to individual Series	This SuperSeries is composed of the SubSeries listed below.	GPL8300	GEO	Docetaxel treatment of sensitve and resistant patients	Expression profiling by array
GSE6532	Toronto	Canada	Princess Margaret Cancer Centre	Public on Mar 01 2007	Sep 26 2019	dataset of microarray experiments from primary breast tumors used to assess the reationship between GGI, molecular subtypes, and tamoxifen resistance. +  + No replicate, no reference sample.	Purpose: A number of microarray studies have reported distinct molecular profiles of breast cancers (BC): basal-like, ErbB2-like and two to three luminal-like subtypes. These were associated with different clinical outcomes. However, although the basal and the ErbB2 subtypes are repeatedly recognized, identification of estrogen receptor (ER)-positive subtypes has been inconsistent. Refinement of their molecular definition is therefore needed. +  + Materials and methods: We have previously reported a gene-expression grade index (GGI) which defines histological grade based on gene expression profiles. Using this algorithm, we assigned ER-positive BC to either high or low genomic grade subgroups and compared these to previously reported ER-positive molecular classifications. As further validation, we classified 666 ER-positive samples into subtypes and assessed their clinical outcome. +  + Results: Two ER-positive molecular subgroups (high and low genomic grade) could be defined using the GGI. Despite tracking a single biological pathway, these were highly comparable to the previously described luminal A and B classification and significantly correlated to the risk groups produced using the 21-gene recurrence score. The two subtypes were associated with statistically distinct clinical outcome in both systemically untreated and tamoxifen-treated populations. +  + Conclusions:  The use of genomic grade can identify two clinically distinct ER-positive molecular subtypes in a simple and highly reproducible manner across multiple datasets. This study emphasizes the important role of proliferation-related genes in predicting prognosis in ER-positive BC. + Keywords: disease state analysis	GPL96 + GPL97 + GPL570	GEO	Definition of clinically distinct molecular subtypes in estrogen receptor positive breast carcinomas using genomic grade	Expression profiling by array
GSE7378	Novato	USA	Buck Institute of Age Research	Public on Apr 02 2007	Mar 28 2013	54 ER+ node negative breast tumors with known clinical outcome were analyzed.  Genes co-ordinately regulated by NFKB and AP1from literature are identified from a significant gene set obtained through a minimum variation filter.  Biomarker expression is used to dichotomize samples into high vs. low expressors to determine prognostic value	Signaling pathways that converge on two different transcription factor complexes, NFκB and AP-1, have been identified in estrogen receptor (ER)-positive breast cancers resistant to the antiestrogen, tamoxifen. + In this study, biomarkers co-ordinately up-regulated by NFKB and AP-1 with prognositic significance are identified in a largely TAM-treated set of ER+ node negative breast cancers.  The prognostic value with respect to age is also investigated. + Keywords: biomarker identification	GPL4685	GEO	Expression data from age-dichotomized ER+, N0 breast tumors	Expression profiling by array
GSE7390	Toronto	Canada	Princess Margaret Cancer Centre	Public on Jun 11 2007	Aug 10 2018	dataset of microarray experiments from primary breast tumors used to validate the 76-gene signature (VERIDEX). No replicate, no reference sample.	Background: Recently a 76-gene prognostic signature able to predict distant metastases in lymph node-negative (N-) breast cancer patients was reported. The aims of this study conducted by TRANSBIG were to independently validate these results and to compare the outcome with clinical risk assessment. Materials and Methods: Gene expression profiling of frozen samples from 198 N- systemically untreated patients was performed at the Bordet Institute, blinded to clinical data and independent of Veridex. Genomic risk was defined by Veridex, blinded to clinical data. Survival analyses, done by an independent statistician, were performed with the genomic risk and adjusted for the clinical risk, defined by Adjuvant!Online. Results: The actual 5- and 10-year time to distant metastasis (TDM) were 98% (88%-100%) and 94% (83%-98%) respectively for the good profile group and 76% (68%- 82%) and 73% (65%-79%) for the poor profile group. The actual 5- and 10-year overall survival (OS) were 98% (88%-100%) and 87% (73%-94%) respectively for the good profile group and 84% (77%-89%) and 72% (63%-78%) for the poor profile group. We observed a strong time-dependency of this signature, leading to an adjusted HR of 13.58 (1.85-99.63) and 8.20 (1.10-60.90) at 5 years, and 5.11 (1.57-16.67) and 2.55 (1.07-6.10) at 10 years for TDM and OS respectively. Conclusion: This independent validation confirmed the performance of the 76-gene signature and adds to the growing evidence that gene expression signatures are of clinical relevance, especially for identifying patients at high risk of early distant metastases. + Keywords: disease state analysis	GPL96	GEO	Strong Time Dependence of the 76-Gene Prognostic Signature	Expression profiling by array
GSE76275	Houston	USA	Baylor College of Medicine	Public on Dec 23 2015	Mar 25 2019	Refer to individual Series	This SuperSeries is composed of the SubSeries listed below.	GPL570	GEO	Comprehensive genomic analysis identify novel subtypes and targets of triple-negative breast cancer	Expression profiling by array
GSE7904	Boston	USA	Brigham and Women''s Hospital	Public on May 30 2007	Mar 25 2019	compare expression of tumor to normal breast tissue	bulk breast tumor RNA from patient + Abstract: Sporadic basal-like cancers (BLC) are a distinct class of human breast cancers that are phenotypically similar to BRCA1-associated cancers. Like BRCA1-deficient tumors, most BLC lack markers of a normal inactive X chromosome (Xi). Duplication of the active X chromosome and loss of Xi characterized almost half of BLC cases tested. Others contained biparental but nonheterochromatinized X chromosomes or gains of X chromosomal DNA. These abnormalities did not lead to a global increase in X chromosome transcription but were associated with overexpression of a small subset of X chromosomal genes. Other, equally aneuploid, but non-BLC rarely displayed these X chromosome abnormalities. These results suggest that X chromosome abnormalities contribute to the pathogenesis of BLC, both inherited and sporadic. + total 62 sample incudes 43 tumor, 7 normal breast and  12 normal organelle + Keywords: disease state analysis	GPL570	GEO	Expression data from human breast tissue	Expression profiling by array
GSE81538	Lund	Sweden	Lund University	Public on Mar 12 2018	Sep 15 2021	Illumina paired-end RNA-sequencing and expression estimation were performed for two cohorts: a training cohort with 405 samples (GSE81538), and a validation cohort with 3273 samples (of which 136 cases have technical replicates) (GSE96058).  A comprehensive histopathological evaluation was performed on the 405-cohort to estimate inter-pathologist variability on original diagnostic slides as well as on repeat immunostains, leading to consensus scores for five clinical biomarkers.  Subtyping was performed using the PAM50 gene list. +  + Due to the patient consent, Swedish law, the potential that the sequencing data contains personally-identifiable information and hereditary mutations, and the right to privacy, the submitter cannot make available the raw sequence data in a public repository.	PURPOSE + In early breast cancer (BC), five conventional biomarkers—estrogen receptor (ER), progesterone receptor (PgR), human epidermal growth factor receptor 2 (HER2), Ki67, and Nottingham histologic grade (NHG)—are used to determine prognosis and treatment. We aimed to develop classifiers for these biomarkers that were based on tumor mRNA sequencing (RNA-seq), compare classification performance, and test whether such predictors could add value for risk stratification. +  + METHODS + In total, 3,678 patients with BC were studied. For 405 tumors, a comprehensive multi-rater histopathologic evaluation was performed. Using RNA-seq data, single-gene classifiers and multigene classifiers (MGCs) were trained on consensus histopathology labels. Trained classifiers were tested on a prospective population-based series of 3,273 BCs that included a median follow-up of 52 months (Sweden Cancerome Analysis Network—Breast [SCAN-B], ClinicalTrials.gov identifier: NCT02306096), and results were evaluated by agreement statistics and Kaplan-Meier and Cox survival analyses. +  + RESULTS + Pathologist concordance was high for ER, PgR, and HER2 (average κ, 0.920, 0.891, and 0.899, respectively) but moderate for Ki67 and NHG (average κ, 0.734 and 0.581). Concordance between RNA-seq classifiers and histopathology for the independent cohort of 3,273 was similar to interpathologist concordance. Patients with discordant classifications, predicted as hormone responsive by histopathology but non–hormone responsive by MGC, had significantly inferior overall survival compared with patients who had concordant results. This extended to patients who received no adjuvant therapy (hazard ratio [HR], 3.19; 95% CI, 1.19 to 8.57), or endocrine therapy alone (HR, 2.64; 95% CI, 1.55 to 4.51). For cases identified as hormone responsive by histopathology and who received endocrine therapy alone, the MGC hormone-responsive classifier remained significant after multivariable adjustment (HR, 2.45; 95% CI, 1.39 to 4.34). +  + CONCLUSION + Classification error rates for RNA-seq–based classifiers for the five key BC biomarkers generally were equivalent to conventional histopathology. However, RNA-seq classifiers provided added clinical value in particular for tumors determined by histopathology to be hormone responsive but by RNA-seq to be hormone insensitive.	GPL11154	GEO	Clinical Value of RNA Sequencing–Based Classifiers for Prediction of the Five Conventional Breast Cancer Biomarkers: A Report From the Population-Based Multicenter Sweden Cancerome Analysis Network—Breast Initiative [cohort 405]	Expression profiling by high throughput sequencing
GSE81838	Nashville	USA	Vanderbilt University	Public on Jul 01 2016	Jul 26 2018	To determine differences in tumor and adjacent stromal tissue, laser-capture microdissction was perfomed on 10 triple negative breast cancer specimans to isolate tumor and stromal cells for gene expression analysis. RNA was isolated from captured cells and hybridized to affymetrix gene expression microarrays.	LCM was perfomed on adjacent tumor and stromal cells to identify differentially expressed genes in triple negative breast cancer.	GPL6244	GEO	Gene expression anlaysis of laser-capture microdissected tumor and stroma from triple negative breast cancer	Expression profiling by array
GSE8193	Novato	USA	Buck Institute of Age Research	Public on Sep 12 2007	Mar 28 2013	ER+ breast cancers collected from either young or old women, well matched for other clinical parameters were analyzed using expression microarrays.  Age associated tumor subtypes and enrichment of pre-defined gene signatures were identified.  Age associated differential expression and an age signature (gene-based classifier) was assessed	To investigate the biological basis between aging and sporadic breast cancer incidence and prognosis, RNA samples from matched ER+ invasive breast cancers diagnosed in either young (≤45) or old (≥70) women were analyzed by expression microarrays + Keywords: biomarker identification	GPL4685	GEO	Expression data from age-dichotomized ER+ breast tumors	Expression profiling by array
GSE86374	Mexico	Mexico	National Instute of Genomic Medicine	Public on Aug 31 2018	Sep 01 2018	Breast cancer tumors were collected at the Fundación Mexicana de Fomento para la Prevención Oportuna del Cáncer de Mama, A.C., (FUCAM) during the surgical procedure in adjuvant. Two training pathologist carefully performed a histopathological review to define percentage of tumoral cells. Also, immunochemistry markers (ER-, PR- and Her2-) were analyzed. Thus tumors with at least 70% of tumoral cells were processed (N=124). Total RNA was extracted and hybridize on Affymetrix miRNA microarrays. To define PAM50 subtypes Parker algorithm was computed.	Breast cancer is a heterogeneous disease described in well-recognized biological subtypes. Particularly, gene expression profiling has revealed 5 intrinsic subtypes of breast cancer characterized by different biological and clinical features. The diversity of the intrinsic subtypes across human population has been limited described, and there is few information about the genomic architecture of breast tumors in Mexican or Hispanic populations. In this study, we performed PAM50 assay, based in Affymetrix microarray profiling of 128 fresh frozen tumors from Mexican Latino Hispanic population, to describe the overall distribution of subtypes, and characterize the relation to clinicopathologic characteristics. As well, we correlated the mRNA expression patterns with specific copy number alterations (CPA), in order to analyze their role in breast tumors. A total of 100 blood-tumor samples were assayed using Affymetrix 6.0 SNP arrays; segmentation analysis and GISTIC were performed to identify focal amplifications or deletions. The distribution of PAM50 intrinsic subtypes in our cohort was computed to be 44% luminal A, 20% luminal B, 12.0% HER2-enriched, 12% basal-like, and 12% normal-like. Study comparison with the literature mainly TCGA and METABRIC (most of the patients came from Caucasian population), as well as LACE (which describe a population study) show a similar distribution of the intrinsic subtypes within Hispanic and Caucasian populations. Interestingly, basal-like subtype is less represented than in African-American race. The sum of sensitivity and specificity between the clinicopathologic and intrinsic subtype categories across 4 groups (excluding normal-like) was 50% and 87.5%, respectively. Differentially expression profiles within the subtypes reveal a set of genes altered in each group with biological relevance to stablish the phenotypical characteristics of each subtype. Our analyses confirmed the already reported copy number data. Importantly, many of the copy number profiles correlated with mRNA subtype. With this analysis we can conclude that breast cancer intrinsic subtypes have been reproduced in Mexican population contributing to the description of the PAM50 subtypes among multiple ethnic groups based on a gene expression assay. Our observation based in the integrative genomic analysis of mRNA expression and CPA allowed us to define gene circuits and phenotypic characteristics that can explain the heterogeneity of breast cancer subtypes.	GPL6244	GEO	Analysis of somatic DNA copy number alterations and frequency of breast cancer intrinsic subtypes from Mexican women [gene expression]	Expression profiling by array
GSE8977	Boston	USA	Brigham and Women''s Hospital	Public on Oct 05 2007	Mar 25 2019	expression array of stromal samples prepared from 15 normal/DCIS and 7 IDC tumor specimans	tumor microenviroment facilitates metastatic spread by eliciting reversible changes in the phenotypes of cancer cells + Keywords: expression analysis of breast tumor samples	GPL570	GEO	Bone-marrow-derived mesenchymal stem cells promote breast cancer metastasis	Expression profiling by array
GSE90521	Brussel	Belgium	Jules Bordet Institute	Public on Nov 26 2016	Jun 25 2019	Gene expression data were generated from micro-dissected stromal tissue.	Background: Tumoral masses are not only composed of malignant cells, but also enclose a more or less ample stromal micromilieu, which has been shown to influence the cancer cell behaviour. As aging induces accumulation of senescent cells in the body, this micromilieu is thought to be different in cancers occurring in old patients compared to the younger counterparts. More specifically, senescence-related fibroblastic features, such as the Senescence Associated Secretory Profile (SASP) and the induction of Autophagy, are suspected to stimulate tumor growth and progression. + Methods: We compared gene expression profiles in stromal fields of breast carcinomas by performing laser capture microdissection of the cancer-associated stroma from 8 old (≥80 years at diagnosis) and 9 young (< 45 years at diagnosis) triple negative breast cancer patients. Gene expression data were obtained by microarray analysis (Affymetrix). Differential gene expression and Gene Set Enrichment Analysis (GSEA) were performed. + Results: Differential gene expression analysis showed higher growth-, dedifferentiation- and migration- promoting gene expression in the stromal samples of older vs younger patients. GSEA confirmed the presence of a SASP, as well as the presence of Autophagy in the stroma of older patients. + Conclusion: We provide the first evidence in humans that older age at diagnosis is associated with a different stromal micromilieu in breast cancers. The SASP and the presence of Autophagy appear to be important age-induced stromal features.	GPL570	GEO	The footprint of the aging stroma in older breast cancer patients.	Expression profiling by array
GSE9195	Toronto	Canada	Princess Margaret Cancer Centre	Public on May 07 2008	Mar 25 2019	dataset of microarray experiments from primary breast tumors of patients treated by Tamoxifen in adjuvant setting. No replicate, no reference sample.	Background: Estrogen receptor positive (ER+) breast cancers (BC) are heterogeneous with regard to their clinical behavior and response to therapies. The ER is currently the best predictor of response to the anti-estrogen agent tamoxifen, yet up to 30-40% of ER+BC will relapse despite tamoxifen treatment. New prognostic biomarkers and further biological understanding of tamoxifen resistance are required. We used gene expression profiling to develop an outcome-based predictor using a training set of 255 ER+ BC samples from women treated with adjuvant tamoxifen monotherapy. We used clusters of highly correlated genes to develop our predictor to facilitate both signature stability and biological interpretation. Independent validation was performed using 362 tamoxifen-treated ER+ BC samples obtained from multiple institutions and treated with tamoxifen only in the adjuvant and metastatic settings. +  + Results: We developed a gene classifier consisting of 181 genes belonging to 13 biological clusters. In the independent set of adjuvantly-treated samples, it was able to define two distinct prognostic groups (HR 2.01 95%CI: 1.29-3.13; p=0.002). Six of the 13 gene clusters represented pathways involved in cell cycle and proliferation. In 112 metastatic breast cancer patients treated with tamoxifen, one of the classifier components suggesting a cellular inflammatory mechanism was significantly predictive of response. +  + Conclusions: We have developed a gene classifier that can predict clinical outcome in tamoxifen-treated ER+ BC patients. Whilst our study emphasizes the important role of proliferation genes in prognosis, our approach proposes other genes and pathways that may elucidate further mechanisms that influence clinical outcome and prediction of response to tamoxifen. + Keywords: disease state analysis	GPL570	GEO	Predicting prognosis using molecular profiling in estrogen receptor-positive breast cancer treated with tamoxifen	Expression profiling by array
GSE93332	Brussels	Belgium	Institut Jules Bordet	Public on Sep 05 2018	Mar 25 2019	RNAs were extracted from eight Fresh-Frozen preserved breast cancers. RNAs were amplified and labeled using Affymetrix''s GeneChip® 3'' IVT Express kit, and profiled on Affymetrix''s GeneChip® HG-U133 Plus2.0 Array according to Affymetrix''s standard procedure.	The reliability of differential expression analysis on FFPE expression profiles from Affymetrix arrays is questionable, due to the wide range of percent-present values reported in studies which profiled FFPE samples on Affymetrix arrays. Moreover the validity of externally defined gene-modules in FFPE microarray expression profiles is unknown. Using eight breast cancer tumors with available frozen and FFPE samples, five sample-matched data sets were generated from different combination of Affymetrix arrays, amplification-and-labeling kit and sample preservation method.  The reliability of differential expression analysis was investigated by developing de novo ER/HER2 pathway gene-modules from matched data sets and validating it on external data set using ROC analysis. Spearman''s rank correlation coefficient of module scores between matched FFPE-frozen expression profiles was used to measure reliability of externally defined gene-modules in FFPE expression profiles. Independent of array/amplification-kit/sample preservation method used, de novo ER/HER2 gene-modules derived from all matching data sets showed similar prediction performance during independent validation (AUC range; ER: 0.92-0.95, HER2: 0.88-0.91), except for de novo HER2 gene-module derived from FFPE data set with 3''IVT kit (AUC: 0.67-0.72). Further not all gene-module based biological signals present in frozen expression profiles can be recovered from matching FFPE microarray expression profiles using the currently available FFPE specific sample preparation kits. The gene-module based biological signal extracted from FFPE RNA, using microarrays, may not be as reliable as that from their frozen counterpart, if the sample preparation protocol used with FFPE RNA failed to recover relevant genes involved in the biological signal.	GPL570	GEO	Fresh-Frozen samples profiled on HG-U133plus2 array with Affymetrix''s GeneChip® 3'' IVT Express kit	Expression profiling by array
GSE9574	Boston	USA	Boston University School of Medicine	Public on Dec 10 2007	Aug 10 2018	29 samples from histologically normal microdissected breast epithelium are included in this series. 14 samples are from epithelium adjacent to a breast tumor, 15 samples were obtained from patients undergoing reduction mammoplasty without apparent breast cancer	Normal-appearing epithelium of cancer patients can harbor occult genetic abnormalities. Data comprehensively comparing gene expression between histologically normal breast epithelium of breast cancer patients and cancer-free controls are limited. The present study compares global gene expression between these groups. We performed microarrays using RNA from microdissected histologically normal terminal ductal-lobular units (TDLU) from 2 groups: (i) cancer normal (CN) (TDLUs adjacent to untreated ER1 breast cancers (n 14)) and (ii) reduction mammoplasty (RM) (TDLUs of age-matched women without breast disease (n 15)). Cyber-T identi?ed differentially expressed genes. Quantitative RT-PCR (qRT-PCR), immunohistochemistry (IHC), and comparison to independent microarray data including 6 carcinomas in situ (CIS), validated the results. Gene ontology (GO), UniProt and published literature evaluated gene function. About 127 probesets, corresponding to 105 genes, were differentially expressed between CN and RM (p < 0.0009, corresponding to FDR <0.10). 104/127 (82%) probesets were also differentially expressed between CIS and RM, nearly always (102/104 (98%)) in the same direction as in CN vs. RM. Two-thirds of the 105 genes were implicated previously in carcinogenesis. Overrepresented functional groups included transcription, G-protein coupled and chemokine receptor activity, the MAPK cascade and immediate early genes. Most genes in these categories were under-expressed in CN vs. RM. We conclude that global gene expression abnormalities exist in normal epithelium of breast cancer patients and are also present in early cancers. Thus, cancer-related pathways may be perturbed in normal epithelium. These abnormalities could be markers of disease risk, occult disease, or the tissue’s response to an existing tumor. + Keywords: disease state analysis	GPL96	GEO	Gene expression abnormalities in histologically normal breast epithelium of breast cancer patients	Expression profiling by array
GSE96058	Lund	Sweden	Lund University	Public on Mar 12 2018	May 04 2022	Illumina paired-end RNA-sequencing and expression estimation were performed for two cohorts: a training cohort with 405 samples (GSE81538), and a validation cohort with 3273 samples (of which 136 cases have technical replicates) (GSE96058).  A comprehensive histopathological evaluation was performed on the 405-cohort to estimate inter-pathologist variability on original diagnostic slides as well as on repeat immunostains, leading to consensus scores for five clinical biomarkers.  Subtyping was performed using the PAM50 gene list. +  + Please note that there are \""primary sample\"" (e.g F30) and \""technical replicate\"" (e.g. F30repl) of the same BioSample.  The technical replicates in herein are primarily newly constructed and sequenced libraries from the same RNA extraction as the primary sample, with the remaining replicates being re-sequencings of the same library as the respective primary sample. +  + Due to the patient consent, Swedish law, the potential that the sequencing data contains personally-identifiable information and hereditary mutations, and the right to privacy, the submitter cannot make available the raw sequence data in a public repository.	PURPOSE + In early breast cancer (BC), five conventional biomarkers—estrogen receptor (ER), progesterone receptor (PgR), human epidermal growth factor receptor 2 (HER2), Ki67, and Nottingham histologic grade (NHG)—are used to determine prognosis and treatment. We aimed to develop classifiers for these biomarkers that were based on tumor mRNA sequencing (RNA-seq), compare classification performance, and test whether such predictors could add value for risk stratification. +  + METHODS + In total, 3,678 patients with BC were studied. For 405 tumors, a comprehensive multi-rater histopathologic evaluation was performed. Using RNA-seq data, single-gene classifiers and multigene classifiers (MGCs) were trained on consensus histopathology labels. Trained classifiers were tested on a prospective population-based series of 3,273 BCs that included a median follow-up of 52 months (Sweden Cancerome Analysis Network—Breast [SCAN-B], ClinicalTrials.gov identifier: NCT02306096), and results were evaluated by agreement statistics and Kaplan-Meier and Cox survival analyses. +  + RESULTS + Pathologist concordance was high for ER, PgR, and HER2 (average κ, 0.920, 0.891, and 0.899, respectively) but moderate for Ki67 and NHG (average κ, 0.734 and 0.581). Concordance between RNA-seq classifiers and histopathology for the independent cohort of 3,273 was similar to interpathologist concordance. Patients with discordant classifications, predicted as hormone responsive by histopathology but non–hormone responsive by MGC, had significantly inferior overall survival compared with patients who had concordant results. This extended to patients who received no adjuvant therapy (hazard ratio [HR], 3.19; 95% CI, 1.19 to 8.57), or endocrine therapy alone (HR, 2.64; 95% CI, 1.55 to 4.51). For cases identified as hormone responsive by histopathology and who received endocrine therapy alone, the MGC hormone-responsive classifier remained significant after multivariable adjustment (HR, 2.45; 95% CI, 1.39 to 4.34). +  + CONCLUSION + Classification error rates for RNA-seq–based classifiers for the five key BC biomarkers generally were equivalent to conventional histopathology. However, RNA-seq classifiers provided added clinical value in particular for tumors determined by histopathology to be hormone responsive but by RNA-seq to be hormone insensitive.	GPL11154 + GPL18573	GEO	Clinical Value of RNA Sequencing–Based Classifiers for Prediction of the Five Conventional Breast Cancer Biomarkers: A Report From the Population-Based Multicenter Sweden Cancerome Analysis Network—Breast Initiative [cohort 3273]	Expression profiling by high throughput sequencing
